periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral
2015-01,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,30.0,42
2015-01,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",1.0,0.0,0.0,7.0,,,2.0,82.0,7.0,,,,,264.0,363
2015-02,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,32.0,44
2015-02,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",0.0,0.0,2.0,1.0,,,0.0,37.0,4.0,,,,,109.0,153
2015-02,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",900.0,347.0,1130.0,73.0,,,153.0,1000.0,535.0,,,,,233.0,4371
2015-03,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,32.0,44
2015-03,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1764.0,890.0,2588.0,139.0,,,188.0,1875.0,874.0,,,,,419.0,8737
2015-04,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,32.0,44
2015-04,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",3.0,0.0,2.0,1.0,,,0.0,37.0,5.0,,,,,101.0,149
2015-04,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",110.0,29.0,178.0,18.0,,,24.0,179.0,97.0,,,,,85.0,720
2015-04,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1810.0,851.0,2589.0,139.0,,,190.0,1879.0,876.0,,,,,416.0,8750
2015-07,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",911.0,335.0,1141.0,75.0,,,152.0,1000.0,527.0,,,,,236.0,4377
2015-08,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",112.0,28.0,190.0,18.0,,,24.0,179.0,98.0,,,,,83.0,732
2015-09,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1824.0,800.0,2604.0,140.0,,,190.0,1892.0,870.0,,,,,423.0,8743
2015-11,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",3.0,0.0,2.0,1.0,,,0.0,36.0,5.0,,,,,124.0,171
2015-11,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",114.0,26.0,192.0,18.0,,,24.0,181.0,99.0,,,,,85.0,739
2015-12,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",114.0,26.0,191.0,18.0,,,23.0,182.0,99.0,,,,,85.0,738
2016-02,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",233.0,94.0,416.0,35.0,,,144.0,313.0,243.0,,,,,109.0,1587
2016-03,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",3.0,0.0,2.0,1.0,,,0.0,32.0,6.0,,,,,145.0,189
2016-04,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",1787.0,727.0,2467.0,165.0,,,298.0,1792.0,748.0,,,,,387.0,8371
2016-05,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1927.0,853.0,2636.0,138.0,,,193.0,1935.0,837.0,,,,,422.0,8941
2016-06,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1927.0,851.0,2641.0,138.0,,,192.0,1934.0,833.0,,,,,423.0,8939
2016-07,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",3.0,0.0,2.0,1.0,,,0.0,33.0,6.0,,,,,147.0,192
2016-07,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",232.0,93.0,423.0,35.0,,,145.0,316.0,239.0,,,,,110.0,1593
2016-07,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",935.0,350.0,1228.0,74.0,,,150.0,1027.0,494.0,,,,,235.0,4493
2016-08,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,23.0,35
2016-10,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",114.0,28.0,188.0,18.0,,,24.0,181.0,95.0,,,,,88.0,736
2016-10,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",248.0,84.0,422.0,35.0,,,145.0,314.0,236.0,,,,,112.0,1596
2016-12,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,23.0,35
2016-12,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",1903.0,636.0,2465.0,165.0,,,299.0,1914.0,649.0,,,,,393.0,8424
2017-01,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",253.0,98.0,415.0,35.0,,,143.0,316.0,233.0,,,,,113.0,1606
2017-01,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",976.0,394.0,1235.0,75.0,,,150.0,1025.0,484.0,,,,,233.0,4572
2017-02,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",3.0,0.0,3.0,1.0,,,0.0,33.0,6.0,,,,,148.0,194
2017-02,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1969.0,870.0,2681.0,136.0,,,191.0,1965.0,810.0,,,,,432.0,9054
2017-03,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",977.0,392.0,1243.0,73.0,,,150.0,1029.0,486.0,,,,,237.0,4587
2017-03,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",1925.0,771.0,2475.0,161.0,,,299.0,1910.0,645.0,,,,,399.0,8585
2017-05,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,,,,,22.0,34
2017-05,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",2.0,0.0,3.0,1.0,,,0.0,33.0,6.0,,,,,146.0,191
2017-05,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",117.0,36.0,192.0,16.0,,,26.0,179.0,91.0,,,,,87.0,744
2017-06,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1958.0,847.0,2696.0,152.0,,,193.0,1963.0,807.0,,,,,430.0,9046
2017-07,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",2.0,0.0,3.0,1.0,,,0.0,34.0,5.0,,,,,145.0,190
2017-08,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1952.0,850.0,2725.0,152.0,,,192.0,1964.0,795.0,,,,,427.0,9057
2017-09,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",2.0,0.0,3.0,1.0,,,0.0,34.0,5.0,,,,,145.0,190
2017-09,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",117.0,37.0,191.0,16.0,,,26.0,178.0,87.0,,,,,87.0,739
2017-08,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",246.0,97.0,440.0,34.0,,,139.0,316.0,227.0,,,,,115.0,1614
2017-09,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",1902.0,759.0,2489.0,160.0,,,300.0,1885.0,646.0,,,,,420.0,8561
2017-10,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",1961.0,701.0,2493.0,162.0,,,302.0,1878.0,646.0,,,,,422.0,8565
2017-12,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",116.0,35.0,190.0,16.0,,,26.0,180.0,80.0,,,,,86.0,729
2017-12,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",972.0,342.0,1238.0,71.0,,,150.0,1019.0,480.0,,,,,238.0,4510
2018-01,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",116.0,41.0,196.0,16.0,,,26.0,180.0,79.0,,,64.0,9.0,13.0,740
2018-01,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",2019.0,837.0,2538.0,163.0,,,303.0,1866.0,647.0,,,350.0,34.0,40.0,8797
2018-01,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",1984.0,889.0,2754.0,152.0,,,195.0,1990.0,754.0,,,376.0,23.0,34.0,9151
2018-01,Região de Saúde LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",186.0,115.0,626.0,11.0,,,155.0,164.0,430.0,,,37.0,8.0,15.0,1747
2018-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",228.0,159.0,800.0,23.0,,,121.0,163.0,510.0,,,30.0,9.0,10.0,2053
2018-01,Região de Saúde Norte,"Centro Hospitalar Universitário de S. João, E.P.E.","41.1831056, -8.6010558",884.0,620.0,2156.0,34.0,,,338.0,400.0,1146.0,,,158.0,23.0,39.0,5798
2018-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",249.0,141.0,703.0,18.0,,,116.0,138.0,368.0,,,21.0,5.0,14.0,1773
2018-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",700.0,478.0,1382.0,65.0,,,293.0,413.0,909.0,,,84.0,17.0,28.0,4369
2018-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",4.0,0.0,34.0,2.0,,,8.0,21.0,21.0,,,3.0,1.0,3.0,97
2018-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",392.0,280.0,1002.0,37.0,,,204.0,272.0,691.0,,,53.0,10.0,32.0,2973
2018-01,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",61.0,45.0,179.0,5.0,,,27.0,48.0,130.0,,,14.0,3.0,4.0,516
2018-01,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,18.0,3.0,,,6.0,2.0,51.0,80
2018-01,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",143.0,48.0,269.0,27.0,,,93.0,123.0,255.0,,,27.0,5.0,11.0,1001
2018-01,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",201.0,94.0,705.0,26.0,,,129.0,217.0,513.0,,,48.0,12.0,12.0,1957
2018-01,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",404.0,258.0,788.0,9.0,,,127.0,284.0,381.0,,,54.0,12.0,28.0,2345
2018-02,Região de Saúde Norte,"Centro Hospitalar Universitário de S. João, E.P.E.","41.1831056, -8.6010558",882.0,619.0,2145.0,34.0,,,338.0,398.0,1145.0,,,157.0,23.0,39.0,5780
2018-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",159.0,116.0,573.0,19.0,,,112.0,204.0,400.0,,,26.0,7.0,12.0,1628
2018-02,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",992.0,764.0,2875.0,118.0,,,484.0,698.0,1661.0,,,136.0,29.0,54.0,7811
2018-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, E.P.E.","39.478072, -8.5404429",155.0,84.0,730.0,25.0,,,144.0,172.0,521.0,,,51.0,12.0,14.0,1908
2018-02,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",298.0,199.0,960.0,27.0,,,165.0,219.0,606.0,,,43.0,18.0,11.0,2546
2018-02,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",451.0,308.0,1525.0,21.0,,,321.0,502.0,1041.0,,,149.0,22.0,30.0,4370
2018-02,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",175.0,127.0,584.0,11.0,,,108.0,135.0,445.0,,,25.0,5.0,12.0,1627
2018-02,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",194.0,128.0,498.0,4.0,,,124.0,150.0,337.0,,,35.0,7.0,25.0,1502
2018-02,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,18.0,3.0,,,6.0,2.0,51.0,80
2018-02,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",32.0,0.0,64.0,21.0,,,114.0,85.0,85.0,,,34.0,9.0,8.0,452
2018-02,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",205.0,109.0,639.0,21.0,,,129.0,271.0,409.0,,,58.0,15.0,6.0,1862
2018-03,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",1.0,0.0,4.0,1.0,,,0.0,34.0,6.0,,,116.0,5.0,24.0,191
2018-03,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,9.0,,,2.0,82.0,6.0,,,229.0,3.0,33.0,364
2018-03,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",115.0,88.0,378.0,5.0,,,91.0,162.0,291.0,,,67.0,9.0,9.0,1215
2018-03,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",230.0,161.0,740.0,9.0,,,157.0,210.0,616.0,,,47.0,7.0,22.0,2199
2018-03,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",169.0,60.0,383.0,12.0,,,77.0,109.0,255.0,,,14.0,3.0,15.0,1097
2018-03,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",699.0,476.0,1368.0,65.0,,,292.0,413.0,913.0,,,83.0,18.0,29.0,4356
2018-03,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",268.0,164.0,644.0,17.0,,,120.0,166.0,596.0,,,39.0,10.0,9.0,2033
2018-03,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",101.0,37.0,240.0,6.0,,,34.0,73.0,153.0,,,31.0,5.0,7.0,687
2018-03,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",60.0,45.0,177.0,5.0,,,27.0,48.0,127.0,,,14.0,3.0,4.0,510
2018-03,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",31.0,0.0,68.0,21.0,,,114.0,85.0,84.0,,,34.0,9.0,8.0,454
2018-03,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,9.0,15.0,,,23.0,1.0,7.0,55
2018-03,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",398.0,196.0,931.0,35.0,,,107.0,346.0,466.0,,,61.0,10.0,15.0,2565
2018-03,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",89.0,48.0,351.0,6.0,,,74.0,150.0,195.0,,,16.0,5.0,13.0,947
2018-03,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",203.0,108.0,637.0,21.0,,,129.0,270.0,407.0,,,57.0,15.0,6.0,1853
2018-04,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",225.0,156.0,790.0,23.0,,,119.0,162.0,501.0,,,30.0,8.0,10.0,2024
2018-04,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",697.0,471.0,1366.0,65.0,,,291.0,409.0,914.0,,,83.0,18.0,29.0,4343
2018-04,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",267.0,162.0,636.0,17.0,,,121.0,166.0,597.0,,,39.0,10.0,9.0,2024
2018-04,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",517.0,357.0,1107.0,31.0,,,186.0,276.0,783.0,,,58.0,14.0,22.0,3351
2018-04,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",14.0,12.0,73.0,1.0,,,17.0,18.0,30.0,,,4.0,3.0,3.0,175
2018-04,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",193.0,126.0,519.0,4.0,,,123.0,150.0,344.0,,,32.0,7.0,25.0,1523
2018-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",390.0,275.0,988.0,37.0,,,207.0,274.0,688.0,,,54.0,9.0,33.0,2955
2018-04,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",7.0,0.0,176.0,0.0,,,0.0,85.0,8.0,,,57.0,8.0,950.0,1291
2018-04,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",142.0,46.0,269.0,27.0,,,93.0,124.0,254.0,,,27.0,5.0,11.0,998
2018-04,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,9.0,15.0,,,23.0,1.0,7.0,55
2018-04,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",200.0,93.0,700.0,26.0,,,129.0,217.0,514.0,,,49.0,12.0,11.0,1951
2018-05,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",1.0,0.0,4.0,1.0,,,0.0,33.0,6.0,,,112.0,4.0,26.0,187
2018-05,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",115.0,40.0,210.0,16.0,,,26.0,175.0,81.0,,,63.0,9.0,13.0,748
2018-05,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.","38.748879, -9.139606",2021.0,806.0,2758.0,164.0,,,304.0,1858.0,639.0,,,351.0,32.0,41.0,8974
2018-05,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",2003.0,857.0,2818.0,152.0,,,194.0,1982.0,743.0,,,379.0,22.0,33.0,9183
2018-05,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",700.0,454.0,1370.0,65.0,,,295.0,409.0,908.0,,,85.0,18.0,29.0,4333
2018-05,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",101.0,36.0,240.0,6.0,,,34.0,73.0,153.0,,,31.0,5.0,7.0,686
2018-05,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",14.0,12.0,71.0,1.0,,,17.0,17.0,30.0,,,5.0,3.0,3.0,173
2018-05,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",30.0,8.0,23.0,1.0,,,10.0,17.0,14.0,,,4.0,1.0,6.0,114
2018-05,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",203.0,104.0,636.0,21.0,,,128.0,270.0,403.0,,,56.0,15.0,12.0,1848
2018-06,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",265.0,95.0,462.0,33.0,,,100.0,309.0,183.0,,,88.0,9.0,11.0,1555
2018-06,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",714.0,440.0,1386.0,65.0,,,297.0,409.0,908.0,,,85.0,18.0,29.0,4351
2018-06,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",274.0,156.0,637.0,17.0,,,122.0,166.0,597.0,,,40.0,10.0,11.0,2030
2018-06,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",834.0,661.0,1850.0,76.0,,,500.0,617.0,1449.0,,,170.0,25.0,63.0,6245
2018-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, E.P.E.","39.478072, -8.5404429",155.0,77.0,727.0,25.0,,,146.0,171.0,523.0,,,48.0,11.0,23.0,1906
2018-06,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",12.0,0.0,50.0,0.0,,,11.0,17.0,27.0,,,4.0,0.0,3.0,124
2018-06,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",197.0,123.0,531.0,4.0,,,124.0,149.0,344.0,,,34.0,7.0,28.0,1541
2018-06,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,4.0,94.0,,,108.0,88.0,59.0,,,79.0,2.0,54.0,495
2018-06,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",265.0,103.0,534.0,20.0,,,180.0,227.0,397.0,,,104.0,12.0,35.0,1877
2018-06,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,9.0,15.0,,,23.0,1.0,7.0,55
2015-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",215.0,117.0,667.0,9.0,,,143.0,208.0,582.0,,,,,70.0,2011
2015-01,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",251.0,162.0,818.0,27.0,,,152.0,222.0,591.0,,,,,68.0,2291
2015-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",389.0,261.0,1396.0,21.0,,,260.0,451.0,972.0,,,,,196.0,3946
2015-01,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",13.0,0.0,49.0,0.0,,,11.0,17.0,31.0,,,,,6.0,127
2015-01,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",46.0,36.0,168.0,5.0,,,20.0,41.0,133.0,,,,,22.0,471
2015-01,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",224.0,101.0,498.0,22.0,,,155.0,231.0,391.0,,,,,137.0,1759
2015-01,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,89.0,9.0,,,,,162.0,260
2016-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",203.0,142.0,730.0,20.0,,,110.0,157.0,506.0,,,,,46.0,1914
2016-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1013.0,662.0,2336.0,65.0,,,649.0,722.0,1701.0,,,,,211.0,7359
2016-01,Região de Saúde Norte,"Centro Hospitalar Universitário de S. João, E.P.E.","41.1831056, -8.6010558",830.0,629.0,2033.0,36.0,,,326.0,398.0,1134.0,,,,,208.0,5594
2016-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",224.0,135.0,701.0,9.0,,,154.0,218.0,624.0,,,,,75.0,2140
2016-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",223.0,126.0,652.0,21.0,,,102.0,138.0,366.0,,,,,39.0,1667
2016-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",656.0,447.0,1330.0,64.0,,,283.0,421.0,922.0,,,,,122.0,4245
2016-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",79.0,33.0,213.0,5.0,,,31.0,71.0,146.0,,,,,40.0,618
2016-01,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",470.0,348.0,998.0,32.0,,,167.0,272.0,745.0,,,,,90.0,3122
2016-01,Região de Saúde Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",238.0,166.0,552.0,11.0,,,95.0,123.0,288.0,,,,,48.0,1521
2016-01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",77.0,52.0,193.0,5.0,,,50.0,60.0,127.0,,,,,28.0,592
2016-01,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",13.0,0.0,48.0,0.0,,,11.0,17.0,29.0,,,,,6.0,124
2016-01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",148.0,80.0,459.0,16.0,,,72.0,171.0,278.0,,,,,49.0,1273
2016-01,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",158.0,75.0,529.0,32.0,,,123.0,246.0,392.0,,,,,78.0,1633
2016-01,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",201.0,108.0,606.0,23.0,,,128.0,274.0,423.0,,,,,79.0,1842
2017-01,Região de Saúde LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",179.0,114.0,617.0,11.0,,,153.0,169.0,436.0,,,,,59.0,1738
