tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,ano,mes
2013-02-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",164.0,249.0,2013,2
2013-02-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",122.0,145.0,2013,2
2013-02-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",7.0,53.0,2013,2
2013-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",1148.0,1420.0,2013,2
2013-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",437.0,730.0,2013,2
2013-02-01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",504.0,638.0,2013,2
2013-02-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",192.0,240.0,2013,2
2013-03-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",827.0,1203.0,2013,3
2013-03-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",281.0,373.0,2013,3
2013-03-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",247.0,439.0,2013,3
2013-03-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",523.0,652.0,2013,3
2013-03-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",445.0,668.0,2013,3
2013-03-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",1478.0,1845.0,2013,3
2013-03-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",636.0,950.0,2013,3
2013-03-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",273.0,374.0,2013,3
2013-04-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",975.0,1216.0,2013,4
2013-04-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",2112.0,2824.0,2013,4
2013-04-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",234.0,234.0,2013,4
2013-04-01,Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",55.0,55.0,2013,4
2013-04-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",782.0,963.0,2013,4
2013-04-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",661.0,817.0,2013,4
2013-04-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",509.0,718.0,2013,4
2013-04-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",1848.0,2336.0,2013,4
2013-04-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",367.0,508.0,2013,4
2013-05-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",516.0,677.0,2013,5
2013-05-01,Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",55.0,55.0,2013,5
2013-05-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",311.0,476.0,2013,5
2013-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",729.0,1086.0,2013,5
2013-05-01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0.0,0.0,2013,5
2013-05-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",804.0,998.0,2013,5
2013-05-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1360.0,2306.0,2013,5
2013-05-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",1136.0,1642.0,2013,5
2013-06-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2013,6
2013-06-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",17.0,155.0,2013,6
2013-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1194.0,1584.0,2013,6
2013-06-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",949.0,1182.0,2013,6
2013-06-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",713.0,1006.0,2013,6
2013-06-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",3467.0,4599.0,2013,6
2013-06-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2640.0,3193.0,2013,6
2013-06-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2013,6
2013-06-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1279.0,1719.0,2013,6
2013-06-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",934.0,1289.0,2013,6
2013-07-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",2118.0,3090.0,2013,7
2013-07-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2013,7
2013-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",696.0,935.0,2013,7
2013-07-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",516.0,932.0,2013,7
2013-07-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1178.0,1178.0,2013,7
2013-07-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1085.0,1606.0,2013,7
2013-07-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",5.0,256.0,2013,7
2013-07-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2013,7
2013-08-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1489.0,1981.0,2013,8
2013-08-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",224.0,478.0,2013,8
2013-08-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",2302.0,3368.0,2013,8
2013-08-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2659.0,3155.0,2013,8
2013-08-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",420.0,420.0,2013,8
2013-08-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",19.0,183.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",723.0,1148.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",557.0,1026.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",1578.0,2625.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1158.0,1704.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1686.0,3322.0,2013,8
2013-08-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1271.0,1271.0,2013,8
2013-08-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",16.0,301.0,2013,8
2013-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",3000.0,3525.0,2013,9
2013-09-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2013,9
2013-09-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",468.0,468.0,2013,9
2013-09-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",528.0,602.0,2013,9
2013-09-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",3814.0,4769.0,2013,9
2013-10-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",813.0,1033.0,2013,10
2013-10-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",529.0,864.0,2013,10
2013-10-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2022.0,2593.0,2013,10
2013-10-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",299.0,610.0,2013,10
2013-10-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",2068.0,2752.0,2013,10
2013-10-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",878.0,1203.0,2013,10
2013-10-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",2247.0,2678.0,2013,10
2013-10-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",2140.0,3168.0,2013,10
2013-10-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",551.0,956.0,2013,10
2013-10-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",4314.0,5391.0,2013,10
2013-10-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2013,10
2013-10-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",894.0,1264.0,2013,10
2013-11-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",680.0,1305.0,2013,11
2013-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",2294.0,3721.0,2013,11
2013-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1705.0,2432.0,2013,11
2013-11-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2454.0,4667.0,2013,11
2013-11-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1836.0,1836.0,2013,11
2013-11-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",599.0,1111.0,2013,11
2013-11-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",5393.0,6341.0,2013,11
2013-11-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",886.0,1189.0,2013,11
2013-11-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",988.0,1397.0,2013,11
2013-12-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",1102.0,1448.0,2013,12
2013-12-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",3704.0,5371.0,2013,12
2013-12-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",657.0,993.0,2013,12
2013-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1159.0,1659.0,2013,12
2013-12-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",1863.0,2201.0,2013,12
2013-12-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",2668.0,3182.0,2013,12
2013-12-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",127.0,329.0,2013,12
2013-12-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",956.0,1278.0,2013,12
2013-12-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",1052.0,1500.0,2013,12
2013-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",1843.0,2442.0,2013,12
2014-01-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",110.0,132.0,2014,1
2014-01-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",56.0,67.0,2014,1
2014-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",532.0,647.0,2014,1
2014-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",227.0,299.0,2014,1
2014-01-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",144.0,194.0,2014,1
2014-01-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",640.0,763.0,2014,1
2014-01-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",405.0,468.0,2014,1
2014-01-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",89.0,104.0,2014,1
2014-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",234.0,282.0,2014,1
2014-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",116.0,153.0,2014,2
2014-02-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",222.0,341.0,2014,2
2014-02-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",271.0,372.0,2014,2
2014-02-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",1220.0,1447.0,2014,2
2014-02-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",670.0,831.0,2014,2
2014-02-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",969.0,1174.0,2014,2
2014-02-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",356.0,423.0,2014,2
2014-03-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",378.0,437.0,2014,3
2014-03-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",207.0,269.0,2014,3
2014-03-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2014,3
2014-03-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",200.0,200.0,2014,3
2014-03-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",12.0,80.0,2014,3
2014-03-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",335.0,456.0,2014,3
2014-03-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",1119.0,1388.0,2014,3
2014-03-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",1423.0,1657.0,2014,3
2014-03-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2014,3
2014-04-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2014,4
2014-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",489.0,644.0,2014,4
2014-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",2051.0,2519.0,2014,4
2014-04-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",901.0,1025.0,2014,4
2014-04-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1100.0,1611.0,2014,4
2014-04-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",1878.0,2301.0,2014,4
2014-04-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2014,4
2014-05-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",887.0,1205.0,2014,5
2014-05-01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0.0,0.0,2014,5
2014-05-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",573.0,805.0,2014,5
2014-05-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",838.0,959.0,2014,5
2014-05-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",1018.0,1239.0,2014,5
2014-05-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1222.0,1222.0,2014,5
2014-05-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",2973.0,3587.0,2014,5
2014-05-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",1921.0,2184.0,2014,5
2014-05-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",2398.0,2941.0,2014,5
2014-05-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2453.0,2870.0,2014,5
2014-05-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",427.0,495.0,2014,5
2014-06-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",1034.0,1385.0,2014,6
2014-06-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",1373.0,1716.0,2014,6
2014-06-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2214.0,2444.0,2014,6
2014-06-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",23.0,167.0,2014,6
2014-06-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",389.0,556.0,2014,6
2014-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1073.0,1417.0,2014,6
2014-06-01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",1262.0,1650.0,2014,6
2014-06-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2014,6
2014-07-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",1575.0,1954.0,2014,7
2014-07-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",3710.0,4846.0,2014,7
2014-07-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2641.0,2894.0,2014,7
2014-07-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",295.0,352.0,2014,7
2014-07-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",786.0,1013.0,2014,7
2014-07-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",61.0,253.0,2014,7
2014-07-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",2786.0,3434.0,2014,7
2014-07-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",363.0,672.0,2014,7
2014-07-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",608.0,698.0,2014,7
2014-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",605.0,749.0,2014,8
2014-08-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",633.0,806.0,2014,8
2014-08-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",27.0,205.0,2014,8
2014-08-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",456.0,655.0,2014,8
2014-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",3731.0,4568.0,2014,8
2014-08-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",848.0,1231.0,2014,8
2014-08-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",948.0,1298.0,2014,8
2014-08-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",365.0,701.0,2014,8
2014-08-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",2681.0,3036.0,2014,8
2014-08-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0.0,0.0,2014,8
2014-08-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",1887.0,2343.0,2014,8
2014-08-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",1398.0,1650.0,2014,8
2014-09-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",913.0,1209.0,2014,9
2014-09-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",317.0,694.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1012.0,1352.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1733.0,2195.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1363.0,1696.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",955.0,1377.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2340.0,3735.0,2014,9
2014-09-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",2064.0,2064.0,2014,9
2014-09-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",4124.0,5605.0,2014,9
2014-09-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1073.0,1441.0,2014,9
2014-09-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",3316.0,4143.0,2014,9
2014-09-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",2330.0,3137.0,2014,9
2014-10-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",815.0,1024.0,2014,10
2014-10-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1009.0,1340.0,2014,10
2014-10-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",1145.0,1607.0,2014,10
2014-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",2349.0,3026.0,2014,10
2014-10-01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0.0,0.0,2014,10
2014-10-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",2737.0,3192.0,2014,10
2014-10-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",457.0,877.0,2014,10
2014-10-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",2589.0,3524.0,2014,10
2014-10-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",3293.0,3740.0,2014,10
2014-10-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",844.0,1025.0,2014,10
2014-10-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",2483.0,3049.0,2014,10
2014-11-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",2136.0,2804.0,2014,11
2014-11-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",411.0,875.0,2014,11
2014-11-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",2509.0,3100.0,2014,11
2014-11-01,Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",383.0,383.0,2014,11
2014-11-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",596.0,862.0,2014,11
2014-11-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",1937.0,2206.0,2014,11
2014-11-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1447.0,1892.0,2014,11
2014-11-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2294.0,2790.0,2014,11
2014-11-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",506.0,974.0,2014,11
2014-11-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",3606.0,4090.0,2014,11
2014-11-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",908.0,1128.0,2014,11
2014-12-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",1835.0,2506.0,2014,12
2014-12-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",3871.0,5030.0,2014,12
2014-12-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",6003.0,7798.0,2014,12
2014-12-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",1306.0,1648.0,2014,12
2014-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1427.0,1872.0,2014,12
2014-12-01,Lisboa e Vale do Tejo,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",1262.0,1782.0,2014,12
2014-12-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1536.0,1986.0,2014,12
2014-12-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",537.0,1039.0,2014,12
2014-12-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",3093.0,4253.0,2014,12
2014-12-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",5303.0,6469.0,2014,12
2014-12-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",5707.0,6677.0,2014,12
