tempo,regiao,instituicao,localizacao_geografica,tipo_de_especialidade,doentes_saidos,dias_de_internamento,ano,mes
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Cirurgica,14525.0,104921.0,2018,7
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Cirurgica,3423.0,21470.0,2018,7
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Médio Tejo,"39.478072, -8.5404429",Especialidade Cirurgica,3722.0,25465.0,2018,7
2018-07-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Cirurgica,3952.0,19712.0,2018,7
2018-07-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Cirurgica,3047.0,18446.0,2018,7
2018-07-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Cirurgica,7808.0,48452.0,2018,7
2018-07-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Cirurgica,1346.0,7190.0,2018,7
2018-07-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Cirurgica,2945.0,19728.0,2018,7
2018-08-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,3412.0,24618.0,2018,8
2018-08-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Cirurgica,5813.0,37518.0,2018,8
2018-08-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Cirurgica,5489.0,29204.0,2018,8
2018-08-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Cirurgica,288.0,1289.0,2018,8
2018-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Cirurgica,8352.0,65332.0,2018,8
2018-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Cirurgica,3934.0,24322.0,2018,8
2018-08-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Cirurgica,4515.0,22288.0,2018,8
2018-08-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Cirurgica,16609.0,104532.0,2018,8
2018-08-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Cirurgica,6053.0,37730.0,2018,8
2018-09-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Cirurgica,6194.0,32722.0,2018,9
2018-09-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Cirurgica,2833.0,17549.0,2018,9
2018-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Cirurgica,4063.0,25919.0,2018,9
2018-09-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Cirurgica,18562.0,117008.0,2018,9
2018-09-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Cirurgica,6732.0,42455.0,2018,9
2018-09-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Cirurgica,6084.0,33818.0,2018,9
2018-10-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,4385.0,30672.0,2018,10
2018-10-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Cirurgica,11342.0,88972.0,2018,10
2018-10-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Cirurgica,7006.0,36778.0,2018,10
2018-10-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Cirurgica,7820.0,65349.0,2018,10
2018-10-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Cirurgica,355.0,1548.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Cirurgica,4551.0,29134.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Cirurgica,5745.0,28182.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Cirurgica,5070.0,34947.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Cirurgica,9076.0,66198.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Cirurgica,4662.0,28608.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Cirurgica,15992.0,94878.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Cirurgica,3728.0,15763.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Cirurgica,11140.0,67768.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Cirurgica,1885.0,10123.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Cirurgica,6877.0,37998.0,2018,10
2018-10-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Cirurgica,7780.0,47322.0,2018,10
2018-11-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.014123, -7.8721227",Especialidade Cirurgica,3758.0,24368.0,2018,11
2018-11-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Cirurgica,8717.0,72188.0,2018,11
2018-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Cirurgica,8083.0,37984.0,2018,11
2018-11-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Cirurgica,4720.0,29131.0,2018,11
2018-11-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9293884, -8.5458794",Especialidade Cirurgica,9202.0,43350.0,2018,11
2018-11-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Cirurgica,8406.0,53071.0,2018,11
2018-11-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Cirurgica,9524.0,65256.0,2018,11
2018-11-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Cirurgica,4540.0,30689.0,2018,11
2018-12-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Cirurgica,3449.0,25848.0,2018,12
2018-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Cirurgica,5880.0,36451.0,2018,12
2018-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Cirurgica,11000.0,70258.0,2018,12
2018-12-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Cirurgica,5114.0,31668.0,2018,12
2018-12-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Cirurgica,4588.0,19150.0,2018,12
2018-12-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Cirurgica,8403.0,45811.0,2018,12
2019-01-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,556.0,3221.0,2019,1
2019-01-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Cirurgica,144.0,937.0,2019,1
2019-01-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Cirurgica,317.0,2524.0,2019,1
2019-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Cirurgica,2671.0,19478.0,2019,1
2019-01-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Cirurgica,44.0,194.0,2019,1
2019-01-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Cirurgica,268.0,2338.0,2019,1
2019-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Cirurgica,473.0,2779.0,2019,1
2019-01-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Cirurgica,1793.0,9992.0,2019,1
2019-01-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Cirurgica,630.0,3537.0,2019,1
2019-02-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Cirurgica,652.0,4970.0,2019,2
2019-02-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Cirurgica,514.0,4126.0,2019,2
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Cirurgica,2454.0,16550.0,2019,2
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Cirurgica,1405.0,6309.0,2019,2
2019-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Cirurgica,1061.0,5405.0,2019,2
2019-02-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Cirurgica,777.0,4978.0,2019,2
2019-02-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Cirurgica,1709.0,8103.0,2019,2
2019-02-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Cirurgica,866.0,5696.0,2019,2
2019-03-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,1519.0,9427.0,2019,3
2019-03-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Cirurgica,3445.0,25689.0,2019,3
2019-03-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Cirurgica,7781.0,55449.0,2019,3
2019-03-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Cirurgica,763.0,4597.0,2019,3
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Cirurgica,1407.0,7923.0,2019,3
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Cirurgica,5883.0,43638.0,2019,3
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Cirurgica,3857.0,25634.0,2019,3
2019-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Cirurgica,2207.0,9694.0,2019,3
2019-03-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Cirurgica,1255.0,8736.0,2019,3
2019-03-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Cirurgica,1169.0,5055.0,2019,3
2019-03-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Cirurgica,2987.0,18703.0,2019,3
2019-03-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Cirurgica,1886.0,10719.0,2019,3
2019-04-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Cirurgica,2959.0,14885.0,2019,4
2019-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Cirurgica,7875.0,57868.0,2019,4
2019-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Cirurgica,5137.0,34352.0,2019,4
2019-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Cirurgica,1562.0,6804.0,2019,4
2019-04-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Cirurgica,3264.0,20157.0,2019,4
2019-04-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Cirurgica,3458.0,22076.0,2019,4
2019-04-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Cirurgica,1707.0,11755.0,2019,4
2019-05-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.014123, -7.8721227",Especialidade Cirurgica,1642.0,10588.0,2019,5
2019-05-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Cirurgica,1613.0,11629.0,2019,5
2019-05-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Cirurgica,1632.0,12756.0,2019,5
2019-05-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Cirurgica,3384.0,19879.0,2019,5
2019-05-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Cirurgica,3803.0,19141.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Cirurgica,2561.0,15561.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4054629, -9.1258493",Especialidade Cirurgica,2635.0,15743.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Médio Tejo,"39.478072, -8.5404429",Especialidade Cirurgica,2736.0,17867.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Cirurgica,2750.0,13400.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Cirurgica,3613.0,15898.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Cirurgica,4264.0,30027.0,2019,5
2019-05-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Cirurgica,2147.0,14563.0,2019,5
2019-05-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Cirurgica,4495.0,21351.0,2019,5
2019-05-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Cirurgica,6761.0,40027.0,2019,5
2019-05-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Cirurgica,992.0,5202.0,2019,5
2019-06-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,2986.0,18925.0,2019,6
2019-06-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Cirurgica,1942.0,15256.0,2019,6
2019-06-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Cirurgica,4009.0,24134.0,2019,6
2019-06-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Cirurgica,15585.0,110917.0,2019,6
2019-06-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Cirurgica,1477.0,8803.0,2019,6
2019-06-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Cirurgica,1637.0,12349.0,2019,6
2019-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Cirurgica,2845.0,16485.0,2019,6
2019-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Cirurgica,5984.0,47045.0,2019,6
2019-06-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Cirurgica,2541.0,17328.0,2019,6
2019-06-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Cirurgica,2456.0,10384.0,2019,6
2019-07-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Cirurgica,3493.0,22039.0,2019,7
2019-07-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Cirurgica,991.0,6106.0,2019,7
2019-07-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Cirurgica,18125.0,130260.0,2019,7
2019-07-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Cirurgica,227.0,866.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Cirurgica,5003.0,23243.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Cirurgica,3900.0,18967.0,2019,7
2019-07-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Cirurgica,5662.0,34484.0,2019,7
2019-07-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Cirurgica,7439.0,44890.0,2019,7
