tempo,regiao,instituicao,localizacao_geografica,tipo_de_especialidade,doentes_saidos,dias_de_internamento,ano,mes
2024-09-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Cirurgica,3778.0,23899.0,2024,9
2024-09-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Cirurgica,4084.0,24223.0,2024,9
2024-09-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Cirurgica,8108.0,49838.0,2024,9
2025-09-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.822737, -7.499876",Especialidade Cirurgica,2579.0,17920.0,2025,9
2025-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Cirurgica,7410.0,51884.0,2025,9
2025-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500648498535, -9.0",Especialidade Cirurgica,11926.0,68141.0,2025,9
2025-09-01,Norte,Unidade Local de Saúde de Santo António,"41.147283, -8.619536",Especialidade Cirurgica,13628.0,90574.0,2025,9
2025-09-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.2999, -7.4267",Especialidade Cirurgica,2390.0,18629.0,2025,9
2025-09-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Cirurgica,4216.0,25600.0,2025,9
2025-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Cirurgica,4145.0,27566.0,2025,9
2025-09-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Cirurgica,8430.0,51739.0,2025,9
2024-10-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Cirurgica,5224.0,27339.0,2024,10
2024-10-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1811, -8.60469",Especialidade Cirurgica,5581.0,39701.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Cirurgica,4114.0,26405.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Cirurgica,4982.0,36314.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Cirurgica,9674.0,64419.0,2024,10
2024-10-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.533438, -8.616604",Especialidade Cirurgica,1377.0,10533.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Cirurgica,6056.0,36077.0,2024,10
2024-10-01,Norte,Unidade Local de Saúde do Alto Ave,"41.488574, -8.338685",Especialidade Cirurgica,10126.0,56968.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Cirurgica,4890.0,30576.0,2024,10
2025-10-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.730076, -9.418207",Especialidade Cirurgica,5623.0,24653.0,2025,10
2025-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Cirurgica,4102.0,28165.0,2025,10
2025-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Cirurgica,4731.0,36792.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Cirurgica,4221.0,19247.0,2025,10
2025-10-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.6509, -7.91039",Especialidade Cirurgica,9283.0,63650.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9295, -8.54567",Especialidade Cirurgica,9164.0,43953.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde de Matosinhos,"41.181859, -8.663374",Especialidade Cirurgica,6156.0,37930.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde de São João,"41.1833, -8.60193",Especialidade Cirurgica,24174.0,138252.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde do Alto Ave,"41.488574, -8.338685",Especialidade Cirurgica,11005.0,61590.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde do Alto Minho,"41.697519, -8.832517",Especialidade Cirurgica,7884.0,51750.0,2025,10
2025-10-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Cirurgica,4735.0,28769.0,2025,10
2024-11-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Cirurgica,3307.0,17689.0,2024,11
2024-11-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.822737, -7.499876",Especialidade Cirurgica,3227.0,22718.0,2024,11
2024-11-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Cirurgica,2456.0,22906.0,2024,11
2024-11-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Cirurgica,4629.0,20515.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Cirurgica,10581.0,70502.0,2024,11
2024-11-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9295, -8.54567",Especialidade Cirurgica,9403.0,49134.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Cirurgica,23538.0,140517.0,2024,11
2024-11-01,Algarve,Unidade Local de Saúde do Algarve,"37.024668, -7.928949",Especialidade Cirurgica,13297.0,107791.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Cirurgica,4948.0,33093.0,2024,11
2024-11-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.039936, -8.731693",Especialidade Cirurgica,2023.0,12877.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Cirurgica,5377.0,33803.0,2024,11
2025-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Cirurgica,4451.0,30358.0,2025,11
2025-11-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Cirurgica,2805.0,22673.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Cirurgica,5199.0,39973.0,2025,11
2025-11-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Cirurgica,8038.0,40386.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Cirurgica,9110.0,63827.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.533438, -8.616604",Especialidade Cirurgica,1639.0,12599.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde de Matosinhos,"41.181859, -8.663374",Especialidade Cirurgica,6741.0,42049.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde de Santo António,"41.147283, -8.619536",Especialidade Cirurgica,16882.0,111367.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde do Alto Minho,"41.697519, -8.832517",Especialidade Cirurgica,8740.0,56569.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6527214050293, -9.0",Especialidade Cirurgica,4452.0,28619.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Cirurgica,5205.0,31758.0,2025,11
2025-11-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Cirurgica,10395.0,63534.0,2025,11
2024-12-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Cirurgica,6210.0,32546.0,2024,12
2024-12-01,Norte,Unidade Local de Saúde de São João,"41.1833, -8.60193",Especialidade Cirurgica,28819.0,165675.0,2024,12
2024-12-01,Norte,Unidade Local de Saúde do Alto Ave,"41.488574, -8.338685",Especialidade Cirurgica,12223.0,68485.0,2024,12
2024-12-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.130297609, -8.8606",Especialidade Cirurgica,2383.0,16059.0,2024,12
2025-12-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Cirurgica,3807.0,17930.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Cirurgica,5750.0,30722.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.67381, -9.17597",Especialidade Cirurgica,9283.0,61896.0,2025,12
2025-12-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Cirurgica,30550.0,205861.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500648498535, -9.0",Especialidade Cirurgica,15589.0,89736.0,2025,12
2024-01-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.730076, -9.418207",Especialidade Médica,448.0,4833.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Médica,791.0,7319.0,2024,1
2024-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Médica,1849.0,19245.0,2024,1
2024-01-01,Norte,Unidade Local de Saúde de Santo António,"41.147283, -8.619536",Especialidade Médica,1112.0,14847.0,2024,1
2024-01-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.2999, -7.4267",Especialidade Médica,336.0,3848.0,2024,1
2024-01-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.0146, -7.86863",Especialidade Médica,320.0,3356.0,2024,1
2025-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Médica,734.0,8319.0,2025,1
2025-01-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Médica,741.0,7263.0,2025,1
2025-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Médica,1719.0,18451.0,2025,1
2025-01-01,Norte,Unidade Local de Saúde do Alto Minho,"41.697519, -8.832517",Especialidade Médica,646.0,5950.0,2025,1
2025-01-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Médica,382.0,6536.0,2025,1
2024-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Médica,1495.0,12984.0,2024,2
2024-02-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Médica,817.0,10017.0,2024,2
2024-02-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Médica,3475.0,41330.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.7084, -9.21711",Especialidade Médica,1788.0,21042.0,2024,2
2024-02-01,Norte,Unidade Local de Saúde de Matosinhos,"41.181859, -8.663374",Especialidade Médica,1233.0,11609.0,2024,2
2024-02-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,2361.0,20479.0,2024,2
2024-02-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,810.0,7294.0,2024,2
2024-02-01,Algarve,Unidade Local de Saúde do Algarve,"37.024668, -7.928949",Especialidade Médica,2583.0,29762.0,2024,2
2024-02-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Médica,2125.0,23949.0,2024,2
2025-02-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Médica,1393.0,13896.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.67381, -9.17597",Especialidade Médica,1768.0,22576.0,2025,2
2025-02-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.533438, -8.616604",Especialidade Médica,647.0,5306.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Médica,1007.0,13233.0,2025,2
2025-02-01,Norte,Unidade Local de Saúde de São João,"41.1833, -8.60193",Especialidade Médica,2648.0,29325.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Médica,2902.0,39768.0,2025,2
2025-02-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,2298.0,18582.0,2025,2
2025-02-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,856.0,7556.0,2025,2
2025-02-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.2999, -7.4267",Especialidade Médica,773.0,7822.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Médica,1270.0,14196.0,2025,2
2024-03-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.730076, -9.418207",Especialidade Médica,1218.0,14076.0,2024,3
2024-03-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Médica,370.0,1879.0,2024,3
2024-03-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1811, -8.60469",Especialidade Médica,1186.0,11902.0,2024,3
2024-03-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.822737, -7.499876",Especialidade Médica,1098.0,7998.0,2024,3
2024-03-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Médica,1235.0,15159.0,2024,3
2024-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Médica,2220.0,25771.0,2024,3
2024-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Médica,1705.0,24264.0,2024,3
2024-03-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,3493.0,30104.0,2024,3
2024-03-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1254463195801, -8.0",Especialidade Médica,2510.0,29353.0,2024,3
2024-03-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,1196.0,11085.0,2024,3
2024-03-01,Algarve,Unidade Local de Saúde do Algarve,"37.024668, -7.928949",Especialidade Médica,3821.0,44528.0,2024,3
2024-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Médica,1929.0,25993.0,2024,3
2025-03-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.730076, -9.418207",Especialidade Médica,1154.0,13589.0,2025,3
2025-03-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1811, -8.60469",Especialidade Médica,1200.0,11982.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Médica,2049.0,18868.0,2025,3
2025-03-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7418, -8.79444",Especialidade Médica,2206.0,23313.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Médica,4837.0,61497.0,2025,3
2025-03-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,3318.0,28336.0,2025,3
2025-03-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,1249.0,11588.0,2025,3
2025-03-01,Algarve,Unidade Local de Saúde do Algarve,"37.024668, -7.928949",Especialidade Médica,3688.0,44831.0,2025,3
2025-03-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.130297609, -8.8606",Especialidade Médica,720.0,7096.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Médica,1879.0,22227.0,2025,3
2025-03-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Médica,3424.0,44267.0,2025,3
2024-04-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Médica,483.0,2551.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Médica,1822.0,14937.0,2024,4
2024-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Médica,1001.0,9481.0,2024,4
2024-04-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.533438, -8.616604",Especialidade Médica,1250.0,11161.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Médica,2234.0,31205.0,2024,4
2024-04-01,Norte,Unidade Local de Saúde de São João,"41.1833, -8.60193",Especialidade Médica,5306.0,58319.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Médica,2500.0,33871.0,2024,4
2025-04-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.730076, -9.418207",Especialidade Médica,1510.0,18075.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Médica,2655.0,24539.0,2025,4
2025-04-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Médica,1746.0,20171.0,2025,4
2025-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Médica,973.0,9016.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Médica,4291.0,55339.0,2025,4
2025-04-01,Norte,Unidade Local de Saúde de Braga,"41.562328338623, -8.3",Especialidade Médica,4035.0,37227.0,2025,4
2025-04-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9295, -8.54567",Especialidade Médica,3116.0,31982.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.7084, -9.21711",Especialidade Médica,3504.0,41038.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Médica,2032.0,27626.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500648498535, -9.0",Especialidade Médica,6400.0,59582.0,2025,4
2025-04-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,4348.0,37164.0,2025,4
2025-04-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,1631.0,15372.0,2025,4
2025-04-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.2999, -7.4267",Especialidade Médica,1480.0,15563.0,2025,4
2025-04-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Médica,1343.0,25088.0,2025,4
2024-05-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Médica,1233.0,11814.0,2024,5
2024-05-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Médica,3484.0,37035.0,2024,5
2024-05-01,Norte,Unidade Local de Saúde de Braga,"41.562328338623, -8.3",Especialidade Médica,5055.0,49943.0,2024,5
2024-05-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Médica,8585.0,94203.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Médica,8561.0,95248.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Médica,3070.0,42142.0,2024,5
2024-05-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.039936, -8.731693",Especialidade Médica,1153.0,12765.0,2024,5
2024-05-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Médica,1808.0,28405.0,2024,5
2024-05-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Médica,5181.0,60436.0,2024,5
2025-05-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Médica,739.0,3257.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.7084, -9.21711",Especialidade Médica,4417.0,51022.0,2025,5
2025-05-01,Norte,Unidade Local de Saúde de Matosinhos,"41.181859, -8.663374",Especialidade Médica,2841.0,29302.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500648498535, -9.0",Especialidade Médica,7897.0,74431.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Médica,8307.0,102041.0,2025,5
2025-05-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.310331, -7.760103",Especialidade Médica,5365.0,46314.0,2025,5
2025-05-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.568838, -7.903064",Especialidade Médica,2010.0,19367.0,2025,5
2025-05-01,Norte,Unidade Local de Saúde do Nordeste,"41.802452, -6.768198",Especialidade Médica,2036.0,21539.0,2025,5
2024-06-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Médica,4087.0,43477.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Médica,6630.0,74847.0,2024,6
2024-06-01,Norte,Unidade Local de Saúde do Alto Ave,"41.488574, -8.338685",Especialidade Médica,6157.0,47270.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Médica,3627.0,50205.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Médio Tejo,"39.605565, -8.404399",Especialidade Médica,4720.0,46781.0,2024,6
2024-06-01,Norte,Unidade Local de Saúde do Nordeste,"41.802452, -6.768198",Especialidade Médica,2599.0,26600.0,2024,6
2025-06-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.217, -8.40991",Especialidade Médica,903.0,3938.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Médica,2828.0,22962.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.232503, -8.715083",Especialidade Médica,3985.0,47967.0,2025,6
2025-06-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7418, -8.79444",Especialidade Médica,4251.0,45548.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.67381, -9.17597",Especialidade Médica,5106.0,66572.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7436332060551, -9.0",Especialidade Médica,6299.0,82149.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.7084, -9.21711",Especialidade Médica,5172.0,60418.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821769, -9.176301",Especialidade Médica,2997.0,41158.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7169, -9.13654",Especialidade Médica,9786.0,120785.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977344, -8.984882",Especialidade Médica,3238.0,44249.0,2025,6
2025-06-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.039936, -8.731693",Especialidade Médica,1372.0,13272.0,2025,6
2024-07-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.739946, -9.161139",Especialidade Médica,3191.0,26008.0,2024,7
2024-07-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.822737, -7.499876",Especialidade Médica,2478.0,18094.0,2024,7
2024-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.529351, -8.881073",Especialidade Médica,5155.0,44442.0,2024,7
2024-07-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2776794433594, -7.0",Especialidade Médica,3508.0,28235.0,2024,7
2024-07-01,Centro,Unidade Local de Saúde de Coimbra,"40.217426, -8.410075",Especialidade Médica,12027.0,132803.0,2024,7
2024-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.7084, -9.21711",Especialidade Médica,5997.0,71231.0,2024,7
2024-07-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.130297609, -8.8606",Especialidade Médica,1525.0,15429.0,2024,7
2024-07-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.039936, -8.731693",Especialidade Médica,0.0,15060.0,2024,7
2024-07-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3422317504883, -8.0",Especialidade Médica,2504.0,39684.0,2024,7
2025-07-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1811, -8.60469",Especialidade Médica,2807.0,27993.0,2025,7
2025-07-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2776794433594, -7.0",Especialidade Médica,2843.0,26107.0,2025,7
2025-07-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.383183, -8.758784",Especialidade Médica,1607.0,15305.0,2025,7
2025-07-01,Norte,Unidade Local de Saúde de Matosinhos,"41.181859, -8.663374",Especialidade Médica,3864.0,40436.0,2025,7
2025-07-01,Norte,Unidade Local de Saúde do Nordeste,"41.802452, -6.768198",Especialidade Médica,2798.0,29639.0,2025,7
2025-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4055519104004, -9.0",Especialidade Médica,4165.0,50755.0,2025,7
2025-07-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.1971153671548, -8.0",Especialidade Médica,7502.0,97855.0,2025,7
2024-08-01,Centro,Unidade Local de Saúde da Guarda,"40.5309943471486, -7.0",Especialidade Médica,3188.0,38991.0,2024,8
2024-08-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.636332, -8.654388",Especialidade Médica,5333.0,56615.0,2024,8
2024-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500648498535, -9.0",Especialidade Médica,11853.0,124023.0,2024,8
2024-08-01,Norte,Unidade Local de Saúde de Santo António,"41.147283, -8.619536",Especialidade Médica,7619.0,108690.0,2024,8
