tempo,periodo_format_2,regiao,instituicao,localizacao_geografica,no_de_consultas_medicas_total,no_de_primeiras_consultas,no_de_consultas_subsequentes,ano,mes
2024-01-01,2024/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",25384.0,7062.0,18322.0,2024,1
2024-01-01,2024/01/01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",88052.0,21700.0,66352.0,2024,1
2024-01-01,2024/01/01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",26143.0,7878.0,18265.0,2024,1
2024-01-01,2024/01/01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",31435.0,9861.0,21574.0,2024,1
2024-01-01,2024/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",44750.0,10345.0,34405.0,2024,1
2024-01-01,2024/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",21236.0,5751.0,15485.0,2024,1
2024-01-01,2024/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",14706.0,4330.0,10376.0,2024,1
2025-01-01,2025/01/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",31689.0,6458.0,25231.0,2025,1
2025-01-01,2025/01/01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",32641.0,10119.0,22522.0,2025,1
2025-01-01,2025/01/01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",14789.0,4106.0,10683.0,2025,1
2025-01-01,2025/01/01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",30431.0,8442.0,21989.0,2025,1
2025-01-01,2025/01/01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",85884.0,21901.0,63983.0,2025,1
2025-01-01,2025/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",78250.0,21356.0,56894.0,2025,1
2025-01-01,2025/01/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",13359.0,3414.0,9945.0,2025,1
2025-01-01,2025/01/01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",16339.0,4882.0,11457.0,2025,1
2024-02-01,2024/02/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",32208.0,9115.0,23093.0,2024,2
2024-02-01,2024/02/01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",59273.0,17984.0,41289.0,2024,2
2024-02-01,2024/02/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",26028.0,7943.0,18085.0,2024,2
2024-02-01,2024/02/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",19601.0,7004.0,12597.0,2024,2
2024-02-01,2024/02/01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",61598.0,19540.0,42058.0,2024,2
2024-02-01,2024/02/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",142903.0,40922.0,101981.0,2024,2
2024-02-01,2024/02/01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",138335.0,34323.0,104012.0,2024,2
2024-02-01,2024/02/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",29210.0,8800.0,20410.0,2024,2
2025-02-01,2025/02/01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",16671.0,6097.0,10574.0,2025,2
2025-02-01,2025/02/01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",174004.0,45119.0,128885.0,2025,2
2025-02-01,2025/02/01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",68903.0,16829.0,52074.0,2025,2
2025-02-01,2025/02/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",25840.0,6810.0,19030.0,2025,2
2025-02-01,2025/02/01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",31280.0,9393.0,21887.0,2025,2
2025-02-01,2025/02/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",21331.0,8479.0,12852.0,2025,2
2024-03-01,2024/03/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",48411.0,13673.0,34738.0,2024,3
2024-03-01,2024/03/01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",23747.0,8888.0,14859.0,2024,3
2024-03-01,2024/03/01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",79435.0,24107.0,55328.0,2024,3
2024-03-01,2024/03/01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",81691.0,23588.0,58103.0,2024,3
2024-03-01,2024/03/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",89307.0,28169.0,61138.0,2024,3
2024-03-01,2024/03/01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",20819.0,6936.0,13883.0,2024,3
2024-03-01,2024/03/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",126310.0,29851.0,96459.0,2024,3
2024-03-01,2024/03/01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",157056.0,49305.0,107751.0,2024,3
2024-03-01,2024/03/01,Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",86542.0,22099.0,64443.0,2024,3
2024-03-01,2024/03/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",24060.0,8244.0,15816.0,2024,3
2025-03-01,2025/03/01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",24817.0,8983.0,15834.0,2025,3
2025-03-01,2025/03/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",30213.0,10377.0,19836.0,2025,3
2025-03-01,2025/03/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",95248.0,27962.0,67286.0,2025,3
2025-03-01,2025/03/01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",97289.0,30486.0,66803.0,2025,3
2025-03-01,2025/03/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",212484.0,59871.0,152613.0,2025,3
2025-03-01,2025/03/01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",170947.0,52410.0,118537.0,2025,3
2025-03-01,2025/03/01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",33172.0,10172.0,23000.0,2025,3
2025-03-01,2025/03/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",81383.0,22948.0,58435.0,2025,3
2025-03-01,2025/03/01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",29305.0,12489.0,16816.0,2025,3
2025-03-01,2025/03/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",38011.0,10000.0,28011.0,2025,3
2024-04-01,2024/04/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",97645.0,27743.0,69902.0,2024,4
2024-04-01,2024/04/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",32105.0,8838.0,23267.0,2024,4
2024-04-01,2024/04/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",39167.0,13764.0,25403.0,2024,4
2024-04-01,2024/04/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",109933.0,30301.0,79632.0,2024,4
2024-04-01,2024/04/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",102048.0,28920.0,73128.0,2024,4
2024-04-01,2024/04/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",51963.0,15094.0,36869.0,2024,4
2025-04-01,2025/04/01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",55286.0,15224.0,40062.0,2025,4
2025-04-01,2025/04/01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",129152.0,39995.0,89157.0,2025,4
2025-04-01,2025/04/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",82818.0,22088.0,60730.0,2025,4
2025-04-01,2025/04/01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",134403.0,32703.0,101700.0,2025,4
2025-04-01,2025/04/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",56533.0,13906.0,42627.0,2025,4
2025-04-01,2025/04/01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",59035.0,17661.0,41374.0,2025,4
2025-04-01,2025/04/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",67211.0,23491.0,43720.0,2025,4
2025-04-01,2025/04/01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",128964.0,46914.0,82050.0,2025,4
2024-05-01,2024/05/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",49664.0,17468.0,32196.0,2024,5
2024-05-01,2024/05/01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",133291.0,40312.0,92979.0,2024,5
2024-05-01,2024/05/01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",133392.0,38363.0,95029.0,2024,5
2024-05-01,2024/05/01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",33842.0,11155.0,22687.0,2024,5
2024-05-01,2024/05/01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",240681.0,66473.0,174208.0,2024,5
2024-05-01,2024/05/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",374838.0,103515.0,271323.0,2024,5
2024-05-01,2024/05/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",39376.0,15354.0,24022.0,2024,5
2024-05-01,2024/05/01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",46946.0,19247.0,27699.0,2024,5
2025-05-01,2025/05/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",100203.0,30472.0,69731.0,2025,5
2025-05-01,2025/05/01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",87843.0,13203.0,74640.0,2025,5
2025-05-01,2025/05/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",162340.0,48101.0,114239.0,2025,5
2025-05-01,2025/05/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",104615.0,27903.0,76712.0,2025,5
2025-05-01,2025/05/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",357735.0,100753.0,256982.0,2025,5
2025-05-01,2025/05/01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",54535.0,16493.0,38042.0,2025,5
2025-05-01,2025/05/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",60915.0,15791.0,45124.0,2025,5
2025-05-01,2025/05/01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",73922.0,21976.0,51946.0,2025,5
2025-05-01,2025/05/01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",162714.0,59074.0,103640.0,2025,5
2024-06-01,2024/06/01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",175624.0,54568.0,121056.0,2024,6
2024-06-01,2024/06/01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",46466.0,17036.0,29430.0,2024,6
2024-06-01,2024/06/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",51390.0,13832.0,37558.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",58253.0,20518.0,37735.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",281209.0,78792.0,202417.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",181696.0,56374.0,125322.0,2024,6
2024-06-01,2024/06/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",120683.0,32197.0,88486.0,2024,6
2024-06-01,2024/06/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",420388.0,121787.0,298601.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",395600.0,98879.0,296721.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",187593.0,46408.0,141185.0,2024,6
2024-06-01,2024/06/01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",308565.0,94583.0,213982.0,2024,6
2024-06-01,2024/06/01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",65164.0,20849.0,44315.0,2024,6
2024-06-01,2024/06/01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",85374.0,25554.0,59820.0,2024,6
2025-06-01,2025/06/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",117588.0,35956.0,81632.0,2025,6
2025-06-01,2025/06/01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",105439.0,15708.0,89731.0,2025,6
2025-06-01,2025/06/01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",48488.0,17381.0,31107.0,2025,6
2025-06-01,2025/06/01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",58599.0,20099.0,38500.0,2025,6
2025-06-01,2025/06/01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",477271.0,125917.0,351354.0,2025,6
2025-06-01,2025/06/01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",91803.0,24721.0,67082.0,2025,6
2025-06-01,2025/06/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",47845.0,17862.0,29983.0,2025,6
